艦船ID,艦船名,耐久初期,耐久最大,火力初期,火力最大,雷装初期,雷装最大,対空初期,対空最大,装甲初期,装甲最大,対潜初期下限,対潜初期上限,対潜最大,回避初期下限,回避初期上限,回避最大,索敵初期下限,索敵初期上限,索敵最大,運初期,運最大,射程,装備1,装備2,装備3,装備4,装備5,機数1,機数2,機数3,機数4,機数5,ドロップ説明,図鑑説明,リソース名,画像ver,ボイスver,母港ボイスver,元衣装ID
927,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,ecwcfrvdtktj,1,1,1,145
928,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,iakggseprkmv,1,1,1,144
929,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,syrrbygrimvl,1,1,1,44
930,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,kjftklsgiiqw,1,1,1,51
931,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,khkhnfcvzhlh,1,1,1,52
932,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,jkvjvdnyjvkg,1,1,1,187
933,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,xgsjrrdbdkep,1,1,1,441
934,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,pmqlugofbygx,1,1,1,446
935,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,drnqclocqniv,1,1,1,93
936,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,khzhuwdqwlfd,1,1,1,167
937,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,oppmayouoaon,1,1,1,167
938,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,kkvtzegqjmkf,1,1,1,168
939,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,wmwkglylqfhc,1,1,1,170
940,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,eqboowhrhakv,1,1,1,459
941,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,kwduknmgsaex,1,1,1,174
942,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,ptdxmthckjut,1,1,1,36
943,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,obicookwhnpj,1,1,1,37
944,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,nrlysgpguqtd,1,1,1,21
945,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,mcfmpizxyhiu,1,1,1,53
946,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,fizjatjjphkx,1,1,1,99
947,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,jywjvjcnbzsi,1,1,1,100
948,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,svtoekyvdpju,1,1,1,183
949,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,bmcvmonqyxoi,1,1,1,159
950,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,pggrpfnrqfhg,1,1,1,451
951,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,nexgeqpuskju,1,1,1,15
952,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,euyqyxkfxnke,1,1,1,16
953,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,nnfnhrslnjub,1,1,1,407
954,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,htxwmiwimiwl,1,1,1,44
955,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,ttbyunrlgtlx,1,1,1,102
956,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,oofsntihjfmn,1,1,1,103
957,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,sbhjkklpufcq,1,1,1,405
958,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,cnhbdryxidwq,1,1,1,442
959,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,yfcyhhkhwigb,1,1,1,443
960,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,tguqmbgirtio,1,1,1,183
961,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,qbimnqxrfjtd,1,1,1,183
962,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,bhvriyliogdb,1,1,1,169
963,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,ebdanozndpfs,1,1,1,190
964,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,cjnjqdbvmlzg,1,1,1,459
965,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,msmgppnlhyls,1,1,1,441
966,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,mekkbgipvqth,1,1,1,446
967,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,tfncmczotkbv,1,1,1,465
968,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,vpfhfqunnwts,1,1,1,16
969,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,tqgfuswyxkxx,1,1,1,407
970,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,amzdotuefohd,1,1,1,39
971,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,lvwknafdsqsn,1,1,1,133
972,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,twywnnvjxwdl,1,1,1,134
973,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,gojgotxmhiik,1,1,1,184
974,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,juvaiaipslgp,1,1,1,154
975,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,zhzleqpbiqlc,1,1,1,451
976,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,ulhxfvupyoxz,2,1,1,445
977,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,xntmopuqsoyg,1,1,1,26
978,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,qynnctqtxxoy,1,1,1,27
979,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,ogyygnnozxrf,1,1,1,116
980,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,dsuncbmrfedj,1,1,1,117
981,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,bsrgsmwdvhmo,1,1,1,331
982,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,davhwcstkblv,1,1,1,155
983,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,ooexvnlcngeq,1,1,1,410
984,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,ekkyjtzklhzq,1,1,1,451
985,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,brnfhvvbnxrx,1,1,1,15
986,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,jhsgydsxexgy,1,1,1,142
987,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,okeofqfgwouo,1,1,1,451
988,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,plfsivqrtudj,1,1,1,164
989,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,tfcdpkprwbpz,1,1,1,165
990,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,gkontnewjcqk,1,1,1,405
991,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,ldtixityifwi,1,1,1,465
992,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,kbqrrlbumtgd,1,1,1,420
993,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,dhielbiohoru,1,1,1,187
994,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,scupcytmlenl,1,1,1,183
995,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,jjdyublljrvm,1,1,1,145
996,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,rqkufybfclku,1,1,1,157
997,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,kekrqbjnjqmo,1,1,1,451
1501,駆逐イ級,20,20,5,5,15,15,6,6,5,5,25,25,25,14,14,14,3,3,3,1,1,1,501,-1,-1,-1,-1,0,0,0,0,0,,,mtjmdcwtvhdr,2,1,1,-1
1502,駆逐ロ級,22,22,7,7,16,16,7,7,6,6,25,25,25,15,15,15,3,3,3,1,1,1,502,-1,-1,-1,-1,0,0,0,0,0,,,pbgkfylkbjuy,2,1,1,-1
1503,駆逐ハ級,24,24,6,6,16,16,6,6,7,7,30,30,30,16,16,16,4,4,4,1,1,1,502,513,-1,-1,-1,0,0,0,0,0,,,pcumlrymlujh,2,1,1,-1
1504,駆逐ニ級,28,28,8,8,24,24,8,8,9,9,35,35,35,18,18,18,4,4,4,5,5,1,502,513,-1,-1,-1,0,0,0,0,0,,,itbrdpdbkynm,2,1,1,-1
1505,軽巡ホ級,33,33,14,14,24,24,10,10,15,15,30,30,30,15,15,15,6,6,6,1,1,2,504,525,-1,-1,-1,1,1,0,0,0,,,itslcqtmrxtf,2,1,1,-1
1506,軽巡ヘ級,36,36,16,16,28,28,12,12,18,18,40,40,40,15,15,15,6,6,6,1,1,2,506,525,-1,-1,-1,1,1,0,0,0,,,wuhnhojjxmke,2,1,1,-1
1507,軽巡ト級,39,39,24,24,28,28,12,12,20,20,50,50,50,15,15,15,6,6,6,5,5,2,506,513,525,-1,-1,2,2,2,0,0,,,xlqcmisdyfiu,2,1,1,-1
1508,雷巡チ級,48,48,18,18,48,48,10,10,22,22,30,30,30,18,18,18,4,4,4,5,5,2,504,513,513,-1,-1,2,2,2,0,0,,,mcouotbbbzpx,2,1,1,-1
1509,重巡リ級,58,58,32,32,32,32,16,16,28,28,0,0,0,12,12,12,10,10,10,1,1,2,505,513,525,-1,-1,3,3,3,0,0,,,iwztvmesrrju,2,1,1,-1
1510,軽母ヌ級,65,65,0,0,0,0,15,15,25,25,0,0,0,3,3,3,30,30,30,1,1,0,519,523,516,-1,-1,18,18,18,0,0,,,slxvncxmexin,2,1,1,-1
1511,戦艦ル級,90,90,65,65,0,0,70,70,70,70,0,0,0,3,3,3,20,20,20,5,5,3,509,512,525,-1,-1,3,3,3,0,0,,,pijdvoaebmxm,2,1,1,-1
1512,空母ヲ級,85,85,0,0,0,0,30,30,40,40,0,0,0,3,3,3,40,40,40,1,1,0,519,523,516,-1,-1,27,27,27,0,0,,,yalxvbxgbojg,2,1,1,-1
1513,輸送ワ級,70,70,0,0,0,0,0,0,10,10,0,0,0,1,1,1,0,0,0,1,1,0,-1,-1,-1,-1,-1,0,0,0,0,0,,,mednanfcfkil,2,1,1,-1
1514,駆逐イ級 elite,30,30,15,15,32,32,10,10,12,12,35,35,35,30,30,30,6,6,6,10,10,1,501,514,-1,-1,-1,0,0,0,0,0,,,eusutfvohllh,3,1,1,-1
1515,駆逐ロ級 elite,35,35,20,20,32,32,12,12,14,14,35,35,35,30,30,30,6,6,6,10,10,1,502,514,-1,-1,-1,0,0,0,0,0,,,tizkiyetefqx,2,1,1,-1
1516,駆逐ハ級 elite,40,40,15,15,32,32,14,14,16,16,40,40,40,35,35,35,7,7,7,10,10,1,502,515,-1,-1,-1,0,0,0,0,0,,,ycjcuuqbxywj,2,1,1,-1
1517,駆逐ニ級 elite,45,45,20,20,40,40,18,18,18,18,45,45,45,40,40,40,7,7,7,10,10,1,502,515,-1,-1,-1,0,0,0,0,0,,,zujcpyhiwhfk,2,1,1,-1
1518,軽巡ホ級 elite,48,48,30,30,40,40,20,20,30,30,40,40,40,24,24,24,6,6,6,10,10,2,504,525,-1,-1,-1,1,1,0,0,0,,,nylazbctwxxb,2,1,1,-1
1519,軽巡ヘ級 elite,52,52,34,34,48,48,23,23,32,32,45,45,45,26,26,26,6,6,6,10,10,2,506,525,-1,-1,-1,1,1,0,0,0,,,thxxajqkbcea,2,1,1,-1
1520,軽巡ト級 elite,55,55,36,36,48,48,24,24,36,36,50,50,50,28,28,28,6,6,6,10,10,2,506,513,525,-1,-1,2,2,2,0,0,,,vxeposgfnulm,2,1,1,-1
1521,雷巡チ級 elite,50,50,35,35,72,72,20,20,34,34,40,40,40,30,30,30,10,10,10,10,10,2,506,514,514,-1,-1,2,2,2,0,0,,,kkdcshdnoqvd,2,1,1,-1
1522,重巡リ級 elite,60,60,58,58,42,42,30,30,60,60,0,0,0,20,20,20,15,15,15,10,10,2,505,506,525,525,-1,3,3,3,3,0,,,jgdkktwkyoep,2,1,1,-1
1523,軽母ヌ級 elite,70,70,0,0,0,0,15,15,35,35,0,0,0,10,10,10,30,30,30,10,10,0,520,523,516,-1,-1,24,24,24,0,0,,,glsvfugrtdlv,2,1,1,-1
1524,戦艦ル級 elite,90,90,85,85,0,0,70,70,85,85,0,0,0,16,16,16,20,20,20,10,10,3,509,509,512,528,-1,3,3,3,3,0,,,jnaynrbswxny,2,1,1,-1
1525,空母ヲ級 elite,88,88,0,0,0,0,40,40,55,55,0,0,0,12,12,12,50,50,50,10,10,0,520,517,524,-1,-1,30,30,30,0,0,,,lreivfnxjfik,2,1,1,-1
1526,輸送ワ級 elite,80,80,15,15,0,0,0,0,35,35,0,0,0,6,6,6,0,0,0,10,10,1,501,503,503,-1,-1,0,0,0,0,0,,,nfbfnyqdswvz,2,1,1,-1
1527,重巡リ級 flagship,76,76,68,68,48,48,40,40,70,70,0,0,0,50,50,50,20,20,20,20,20,2,505,506,515,525,-1,4,4,4,4,0,,,cdgslqaonpst,2,1,1,-1
1528,空母ヲ級 flagship,96,96,25,25,0,0,50,50,80,80,0,0,0,45,45,45,50,50,50,20,20,0,520,517,524,-1,-1,32,32,32,0,0,,,kcjagtsviiyn,2,1,1,-1
1529,戦艦ル級 flagship,98,98,90,90,0,0,80,80,99,99,0,0,0,40,40,40,30,30,30,20,20,3,509,509,525,528,-1,5,5,5,5,0,,,crlyrpscrtad,2,1,1,-1
1530,潜水カ級,19,19,0,0,42,42,0,0,7,7,0,0,0,1,1,1,6,6,6,1,1,1,513,513,-1,-1,-1,0,0,0,0,0,,,zsrtdiesnmum,2,1,1,-1
1531,潜水ヨ級,24,24,0,0,52,52,0,0,9,9,0,0,0,1,1,1,7,7,7,5,5,1,514,514,-1,-1,-1,0,0,0,0,0,,,jyofolfguclj,2,1,1,-1
1532,潜水カ級 elite,27,27,0,0,64,64,0,0,21,21,0,0,0,5,5,5,8,8,8,10,10,1,515,513,513,-1,-1,0,0,0,0,0,,,ebutrlbzkktc,2,1,1,-1
1533,潜水ヨ級 elite,34,34,0,0,74,74,0,0,27,27,0,0,0,5,5,5,9,9,9,10,10,1,515,514,514,-1,-1,0,0,0,0,0,,,ppdicscudnmo,2,1,1,-1
1534,潜水カ級 flagship,37,37,0,0,86,86,0,0,30,30,0,0,0,10,10,10,10,10,10,20,20,1,515,515,513,-1,-1,0,0,0,0,0,,,duwuexijckgq,2,1,1,-1
1535,潜水ヨ級 flagship,44,44,0,0,96,96,0,0,36,36,0,0,0,10,10,10,10,10,10,20,20,1,515,515,514,-1,-1,0,0,0,0,0,,,nvaipajbkgjn,2,1,1,-1
1536,浮遊要塞,88,88,50,50,40,40,20,20,40,40,0,0,0,5,5,5,10,10,10,1,1,2,505,520,517,-1,-1,30,30,30,0,0,,,cchowgdxysfu,2,1,1,-1
1537,浮遊要塞,88,88,50,50,40,40,20,20,40,40,0,0,0,5,5,5,10,10,10,1,1,2,505,520,517,-1,-1,30,30,30,0,0,,,matbibgdovof,2,1,1,-1
1538,浮遊要塞,88,88,50,50,40,40,20,20,40,40,0,0,0,5,5,5,10,10,10,1,1,2,505,520,517,-1,-1,30,30,30,0,0,,,murfwykjiuog,2,1,1,-1
1539,泊地棲鬼,180,180,90,90,60,60,70,70,80,80,0,0,0,10,10,10,70,70,70,30,30,3,536,520,524,-1,-1,60,60,60,0,0,,,cyfiwlhsgdji,2,1,1,-1
1540,泊地棲姫,300,300,96,96,90,90,80,80,90,90,0,0,0,20,20,20,80,80,80,40,40,3,536,520,524,-1,-1,60,60,60,0,0,,,vewvgeiqybub,2,1,1,-1
1541,戦艦タ級,84,84,60,60,0,0,60,60,80,80,0,0,0,20,20,20,25,25,25,10,10,3,508,508,512,525,-1,4,4,4,4,0,,,mqzxufdjdjju,1,1,1,-1
1542,戦艦タ級 elite,88,88,75,75,0,0,65,65,88,88,0,0,0,40,40,40,30,30,30,20,20,3,509,508,512,528,-1,4,4,4,4,0,,,whhduavjmdki,1,1,1,-1
1543,戦艦タ級 flagship,90,90,85,85,0,0,70,70,96,96,0,0,0,55,55,55,35,35,35,30,30,3,509,509,525,529,-1,4,4,4,4,0,,,zpzqybyepyte,1,1,1,-1
1544,装甲空母鬼,150,150,70,70,80,80,60,60,80,80,0,0,0,10,10,10,70,70,70,10,10,2,520,524,508,-1,-1,80,80,0,0,0,,,jndnkhfjvnjo,1,1,1,-1
1545,装甲空母姫,270,270,90,90,90,90,70,70,90,90,0,0,0,20,20,20,80,80,80,20,20,2,520,517,508,-1,-1,96,96,0,0,0,,,pnvdeewbfyfh,1,1,1,-1
1546,南方棲鬼,180,180,90,90,80,80,70,70,90,90,0,0,0,20,20,20,70,70,70,30,30,3,509,505,520,-1,-1,0,0,50,0,0,,,jcgarujexcrf,1,1,1,-1
1547,南方棲戦鬼,240,240,120,120,90,90,80,80,10,10,0,0,0,25,25,25,80,80,80,40,40,3,509,520,524,-1,-1,0,70,70,0,0,,,jmlbqlrnajyq,1,1,1,-1
1548,南方棲戦姫,350,350,160,160,100,100,80,80,120,120,0,0,0,30,30,30,90,90,90,50,50,3,509,509,520,-1,-1,0,0,90,0,0,,,vooogzpoblwf,1,1,1,-1
1549,護衛要塞,66,66,55,55,45,45,20,20,50,50,0,0,0,5,5,5,10,10,10,1,1,2,505,520,524,-1,-1,0,35,35,0,0,,,bwlykdyyjurx,2,1,1,-1
1550,護衛要塞,66,66,55,55,45,45,20,20,50,50,0,0,0,5,5,5,10,10,10,1,1,2,505,520,517,-1,-1,0,35,35,0,0,,,fhjnljxxjpmk,2,1,1,-1
1551,護衛要塞,66,66,55,55,45,45,20,20,50,50,0,0,0,5,5,5,10,10,10,1,1,2,505,520,517,-1,-1,0,35,35,0,0,,,nmwnyjyfezro,2,1,1,-1
1552,駆逐ロ級 flagship,43,43,33,33,60,60,24,24,24,24,55,55,55,52,52,52,10,10,10,20,20,1,502,515,542,-1,-1,0,0,0,0,0,,,szdhvxpyljqe,1,1,1,-1
1553,駆逐ハ級 flagship,47,47,30,30,60,60,24,24,27,27,60,60,60,54,54,54,12,12,12,20,20,1,502,515,542,-1,-1,0,0,0,0,0,,,jhjcroxdngqe,1,1,1,-1
1554,軽巡ホ級 flagship,53,53,42,42,72,72,27,27,36,36,70,70,70,44,44,44,20,20,20,20,20,2,504,542,543,-1,-1,2,2,2,2,0,,,afrplxszsxit,1,1,1,-1
1555,軽巡ヘ級 flagship,57,57,48,48,80,80,30,30,39,39,80,80,80,46,46,46,24,24,24,20,20,2,506,525,542,543,-1,2,2,2,2,0,,,eswghzpycwxb,1,1,1,-1
1556,飛行場姫,500,500,70,70,0,0,120,120,140,140,0,0,0,1,1,1,90,90,90,10,10,2,520,520,524,517,-1,98,98,98,98,0,,,qtygozpoceew,1,1,1,-1
1557,戦艦棲姫,400,400,180,180,0,0,80,80,160,160,0,0,0,30,30,30,70,70,70,40,40,3,509,509,512,529,-1,0,0,0,0,0,,,glghkfswtxet,1,1,1,-1
1558,輸送ワ級 flagship,130,130,55,55,0,0,40,40,65,65,0,0,0,10,10,10,10,10,10,20,20,2,506,504,504,-1,-1,0,0,0,0,0,,,okkjcahxfltg,1,1,1,-1
1559,雷巡チ級 flagship,70,70,50,50,120,120,30,30,60,60,50,50,50,55,55,55,15,15,15,30,30,2,506,515,515,-1,-1,1,1,1,0,0,,,cojscoppbivn,1,1,1,-1
1560,軽母ヌ級 flagship,84,84,18,18,0,0,36,36,70,70,0,0,0,40,40,40,40,40,40,30,30,0,520,524,524,517,-1,22,22,22,22,0,,,pcmfcidohwga,1,1,1,-1
1561,戦艦レ級,180,180,90,90,100,100,80,80,110,110,90,90,90,45,45,45,50,50,50,60,60,3,509,512,515,546,-1,0,0,0,140,0,,,tkcshwnsnsqr,1,1,1,-1
1562,戦艦レ級 elite,270,270,130,130,120,120,100,100,130,130,100,100,100,50,50,50,70,70,70,70,70,3,509,512,541,546,-1,0,0,0,180,0,,,yrdhekgqgxtg,1,1,1,-1
1563,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,lrjshshjmuym,1,1,1,-1
1564,駆逐イ級 flagship,39,39,32,32,60,60,24,24,24,24,82,82,82,60,60,60,10,10,10,30,30,1,531,545,542,-1,-1,0,0,0,0,0,,,skifghbnovxl,1,1,1,-1
1565,空母ヲ級改 flagship,160,160,40,40,0,0,90,90,120,120,0,0,0,50,50,50,60,60,60,30,30,0,521,524,518,518,-1,36,36,36,36,0,,,ckbtgxrnjvof,1,1,1,-1
1566,重巡リ級改 flagship,88,88,88,88,80,80,58,58,80,80,0,0,0,57,57,57,30,30,30,40,40,2,505,505,515,526,-1,4,4,4,4,0,,,lfpzrcpfngkf,1,1,1,-1
1567,戦艦ル級改 flagship,130,130,110,110,0,0,88,88,110,110,0,0,0,43,43,43,36,36,36,50,50,3,509,509,529,526,-1,5,5,5,5,0,,,qyfevgdqedyw,1,1,1,-1
1568,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,nklodnkbtplk,1,1,1,-1
1569,,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,tyrymrwgeovs,1,1,1,-1
